id,first_name,last_name,gender,height,weight,zombies_killed,years_of_education,major,age
680,Russell,Henry,Male,68.15268741,155.5858653,3,4,criminal justice administration,18.32146245
681,Carl,Scott,Male,72.4901752,154.3566483,5,4,military strategy,22.14766736
682,Terry,Robertson,Male,70.94189688,173.3828824,1,1,epidemiology,18.5527404
683,Willie,Griffin,Male,76.87613335,171.2447561,4,4,integrated water resources management,25.29221225
684,Christina,Harrison,Female,66.81429282,128.3870944,3,6,botany,25.32669114
685,Julie,Harrison,Female,60.95831551,131.8954759,4,2,criminal justice administration,12.50085078
686,Ralph,Young,Male,67.44550902,133.6745308,3,5,pharmacology,20.11386171
687,Maria,Jones,Female,62.36085086,136.6903484,5,1,botany,15.01670796
688,Roy,Alexander,Male,74.47735338,156.0240827,3,7,applied sciences,22.6306346
689,Irene,Sims,Female,65.773595,129.8400624,7,2,biology,19.92576781
690,Helen,Howell,Female,70.65834543,157.5487184,2,1,military strategy,24.14823265
691,Nancy,Wallace,Female,67.38947789,149.4575379,5,1,military strategy,19.98676578
692,Aaron,Freeman,Male,69.78012208,142.1296666,1,3,culinart services,18.35593327
693,Martin,Austin,Male,66.64707656,134.5228112,0,3,energy studies,24.03626446
694,Patrick,Ford,Male,70.76268056,151.7260011,6,3,integrated water resources management,23.75442707
695,Wayne,Nguyen,Male,63.38424788,129.109713,3,4,agricultural sciences,16.39568647
696,Nicole,Torres,Female,67.85469694,141.7865766,5,2,mechanical engineering,20.05335652
697,Carol,Perez,Female,69.79076115,157.6101625,1,1,logistics,21.35953185
698,Angela,Brown,Female,63.25111006,136.3047015,4,2,biology,16.32636245
699,Irene,Olson,Female,58.2688734,105.6751309,3,4,criminal justice administration,16.65884363
700,Jack,Little,Male,79.92265209,210.7895095,1,5,criminal justice administration,23.22828573
701,Joe,Bailey,Male,67.38798071,146.0300386,1,3,education,19.64791423
702,Rachel,Carter,Female,67.15039082,137.4623838,4,3,business administration,20.71513741
703,Daniel,Rodriguez,Male,73.21898687,170.9121177,3,1,integrated water resources management,21.74663589
704,Douglas,Lawson,Male,66.63675591,133.3834612,2,2,military strategy,19.5389802
705,Victor,Wallace,Male,68.02250558,171.461427,3,6,applied sciences,19.02552069
706,Roy,Nelson,Male,66.30252782,144.5569077,1,2,military strategy,18.54410242
707,Willie,Vasquez,Male,70.17689241,156.2020066,5,5,energy studies,19.56703718
708,Gregory,Gray,Male,70.10854586,145.2424713,3,5,animal husbandry,22.62593278
709,Gary,Gonzales,Male,69.08493854,158.649661,2,2,criminal justice administration,18.67944705
710,Roy,Elliott,Male,69.93488953,167.4257897,2,3,epidemiology,20.1460178
711,Tammy,Edwards,Female,60.90024331,106.435851,3,5,city planning,20.86980602
712,Matthew,Bell,Male,65.99899788,139.3665953,3,3,pharmacology,17.60724227
713,Craig,Cook,Male,70.14702184,150.8600329,7,2,education,19.66668617
714,Edward,Day,Male,66.26056737,158.5050312,3,1,psychology,17.36131756
715,Stephen,Elliott,Male,68.4767591,162.6528753,6,3,criminal justice administration,16.00532693
716,Frances,Bishop,Female,63.27806359,141.7615268,6,5,criminal justice administration,13.87055491
717,Rebecca,Mitchell,Female,65.24568015,150.664545,5,0,biology,17.00379179
718,Carlos,Larson,Male,68.50592638,139.8102803,2,3,psychology,20.36977109
719,Debra,Jackson,Female,73.81398544,159.5498488,4,3,energy studies,27.3712996
720,Martha,Carter,Female,72.17271982,152.599818,5,6,business administration,25.57398153
721,Peter,Watkins,Male,73.4463171,165.2798001,4,3,business administration,21.61978404
722,Heather,Holmes,Female,64.61843446,133.6096783,2,6,medicine/nursing,14.64804727
723,Clarence,Evans,Male,72.1558232,157.4585326,1,3,animal husbandry,22.29698189
724,Beverly,Allen,Female,68.65733035,149.5907987,1,2,physical education,21.26048677
725,Michelle,Patterson,Female,65.68296222,150.5904056,3,1,physical education,18.19573281
726,Robin,Gonzales,Female,66.55434667,129.9025545,4,2,city planning,20.11425352
727,Louise,Brooks,Female,66.42776309,137.1839647,2,2,medicine/nursing,20.22737669
728,Rebecca,Davis,Female,61.78156987,139.119833,3,3,physical education,16.38547515
729,Christopher,Henderson,Male,72.78262911,149.967381,2,3,culinart services,20.63110389
730,Emily,Mendoza,Female,65.49700967,133.6931956,4,2,criminal justice administration,22.05847141
731,Anne,Burton,Female,68.0935443,143.0720662,6,4,logistics,20.03671085
732,Steven,Reynolds,Male,68.95873739,157.7417124,1,3,medicine/nursing,21.93761878
733,Johnny,Johnston,Male,69.25216925,144.815154,4,2,psychology,18.04176932
734,Victor,Perry,Male,76.0752939,179.4847286,3,2,physical education,20.90614611
735,Robert,Mitchell,Male,70.59264873,146.1181775,1,5,military strategy,20.37871794
736,Daniel,Reid,Male,74.89581164,162.1975362,5,4,energy studies,19.6395362
737,Virginia,Dunn,Female,57.05437407,107.7537257,1,5,philosophy,12.7447198
738,Kathy,Jenkins,Female,64.74725287,134.3241381,4,2,applied sciences,18.00704227
739,Frances,Meyer,Female,62.85715848,115.4185616,2,4,biology,17.1575813
740,Julie,Henry,Female,68.09101362,138.7681857,4,3,education,21.28245058
741,Christina,Hunt,Female,71.79125655,144.2418346,2,0,agricultural sciences,28.04977868
742,Walter,Scott,Male,69.43962779,145.7327181,5,1,applied sciences,18.16853452
743,Bonnie,Washington,Female,67.5139462,132.2099407,3,0,city planning,21.9130897
744,Russell,Gordon,Male,67.68776519,148.8366251,3,5,city planning,22.6057708
745,Carolyn,Gardner,Female,66.37986518,143.0793187,6,3,education,18.49051192
746,Cynthia,Murphy,Female,68.18344554,155.7113327,2,4,integrated water resources management,18.30679139
747,Richard,Patterson,Male,71.72427962,158.3284755,5,1,environmental science,21.83862559
748,Phyllis,Harrison,Female,59.55621365,108.6404675,6,4,business administration,17.932164
749,Lillian,Perez,Female,64.45251867,126.1779635,3,3,integrated water resources management,19.40936662
750,Phyllis,Gutierrez,Female,65.91209188,148.3582859,4,4,animal husbandry,21.57587977
751,Steven,Davis,Male,76.5864386,172.0703405,5,4,architecture,25.8617874
752,Teresa,Mendoza,Female,71.61794387,167.6969375,2,4,education,20.76579968
753,Teresa,Schmidt,Female,68.03469851,143.6415634,2,3,environmental science,19.89603769
754,Ruby,Nelson,Female,61.48890014,117.7679647,6,0,human services,18.9953986
755,Tammy,Anderson,Female,66.13981454,125.8348645,4,0,military strategy,22.98415457
756,Amanda,Rogers,Female,60.7429898,124.3453237,2,2,city planning,16.33405413
757,Margaret,Banks,Female,69.40155443,137.1064025,4,4,psychology,26.37661493
758,Lisa,Campbell,Female,67.45968724,146.1202493,6,5,military strategy,22.55533353
759,Emily,Dunn,Female,66.31342879,133.8492489,3,4,environmental science,20.70579361
760,Henry,Ross,Male,68.86073655,161.9055756,4,2,education,18.5287193
761,Sharon,Allen,Female,61.31969718,136.3508281,3,5,psychology,15.19999839
762,Ralph,Moore,Male,64.3640115,136.9864321,2,4,agricultural sciences,13.76438662
763,Fred,Perkins,Male,70.78746942,154.7808347,2,1,medicine/nursing,19.91918907
764,Terry,Myers,Male,65.15692434,137.0728411,6,2,epidemiology,14.99671609
765,Carolyn,Tucker,Female,58.35161111,114.9679952,3,2,city planning,15.23501023
766,Carlos,Hart,Male,69.70423767,162.223631,2,2,human services,17.81767504
767,Katherine,Carroll,Female,60.87901747,119.4535046,3,3,architecture,13.91050862
768,Marilyn,Castillo,Female,66.5314353,129.0240402,6,1,military strategy,21.33671605
769,James,Bradley,Male,64.61126928,129.4848793,3,4,agricultural sciences,15.87418055
770,Terry,Ortiz,Male,73.29459495,167.1359779,1,4,psychology,27.5567373
771,Bonnie,Peterson,Female,66.51151247,123.868849,8,1,agricultural sciences,21.1096272
772,Michelle,Holmes,Female,65.66843931,132.6529601,3,2,pharmacology,19.54634159
773,Johnny,Martinez,Male,70.88872614,162.9885793,4,1,agricultural sciences,18.37246418
774,Stephen,Burton,Male,63.1844042,135.8097931,5,4,criminal justice administration,14.87000186
775,Arthur,Warren,Male,65.07953182,167.5017871,3,4,environmental science,14.90774881
776,Shirley,Jones,Female,63.16838115,133.4695792,3,5,botany,17.85399097
777,Evelyn,Gonzales,Female,67.01883995,135.6524429,4,3,pharmacology,22.43069914
778,Jason,Hart,Male,67.6958463,143.826597,3,2,culinart services,16.83191451
779,Rose,Chavez,Female,65.41358572,147.8045324,5,4,mechanical engineering,17.77897625
780,Kevin,Andrews,Male,66.62536412,135.3072332,5,1,city planning,15.75510453
781,Wanda,Hayes,Female,65.35419489,131.4258056,5,3,communication,20.15367025
782,Mary,Gomez,Female,67.69122647,127.5763743,1,4,philosophy,23.3304748
783,Joyce,Ward,Female,70.16328953,141.884862,3,0,environmental science,26.13428114
784,Steve,Cooper,Male,75.60305196,172.5778419,3,4,applied sciences,23.82512831
785,Steven,Wright,Male,62.32242798,118.5035953,1,3,physical education,16.1000376
786,Paul,Nichols,Male,71.65349478,166.4321589,2,2,economics,18.54975986
787,Nancy,Flores,Female,66.3537626,131.4980491,2,3,human services,23.80757949
788,Harry,Davis,Male,68.0897668,150.962373,3,2,human services,17.07575859
789,George,Willis,Male,74.51423454,166.9046594,3,4,mechanical engineering,25.4263249
790,Daniel,Robertson,Male,70.66626659,149.0863689,3,7,criminal justice administration,20.48590171
791,George,Martinez,Male,72.3927479,147.0563571,3,6,environmental science,24.0940455
792,Jonathan,White,Male,69.66302423,168.6674675,0,4,military strategy,19.29940505
793,Amy,Taylor,Female,64.40629663,113.9125159,3,6,philosophy,18.06166106
794,Peter,Payne,Male,69.2855251,146.1714933,3,1,mechanical engineering,21.03052468
795,Gary,Griffin,Male,70.09081256,160.1624149,5,3,psychology,16.55407698
796,Betty,Tucker,Female,63.82403196,119.6649311,2,2,logistics,21.72521028
797,Andrew,Chavez,Male,66.6257151,145.1768355,1,2,animal husbandry,15.99839135
798,Lisa,Russell,Female,59.11617426,113.94211,3,4,philosophy,15.41400026
799,Brian,Crawford,Male,78.858078,157.3328117,7,2,psychology,29.59488049
800,Thomas,Ross,Male,70.46824974,142.6842015,5,3,education,19.45614165
801,Dorothy,Ramos,Female,69.87253109,144.1230001,3,3,agricultural sciences,23.42487904
802,Michelle,Greene,Female,68.60438133,134.6096078,2,3,mechanical engineering,25.10322785
803,Ruth,Spencer,Female,60.36735938,118.8991095,2,1,botany,14.7748856
804,Emily,Rivera,Female,66.09620298,127.4936141,5,4,medicine/nursing,21.56387738
805,Martha,Coleman,Female,61.67773429,111.5050515,5,2,military strategy,21.66692979
806,Lori,Flores,Female,62.67853107,136.844542,2,2,pharmacology,15.76811469
807,Brandon,Sanchez,Male,72.15755628,174.6401105,2,7,environmental science,21.91013823
808,Bruce,Armstrong,Male,66.19163062,133.4131754,1,1,philosophy,21.16551497
809,Roy,Mason,Male,69.61104835,144.9560124,2,3,environmental science,21.90369909
810,Lois,Fernandez,Female,64.60695102,139.5136042,4,4,energy studies,14.95026802
811,Victor,Cunningham,Male,63.70854526,133.0747553,3,3,energy studies,17.38376039
812,Brian,Cunningham,Male,70.64534096,142.9193444,8,8,human services,21.71185062
813,Scott,Cooper,Male,70.65781019,158.0591087,4,3,military strategy,20.97236623
814,Chris,Burns,Male,68.78755133,173.4651658,1,3,physical education,17.86783323
815,Tammy,Kim,Female,68.4425559,141.5002021,3,5,military strategy,20.35919774
816,Brian,Reed,Male,70.12632093,151.225586,4,3,human services,19.97786784
817,Peter,Barnes,Male,67.10780177,163.5109224,0,3,animal husbandry,15.5552414
818,Sarah,Owens,Female,63.99733972,120.4763243,2,8,pharmacology,17.79963117
819,Harold,Patterson,Male,70.7574772,152.3994612,3,0,physical education,21.43845661
820,Michelle,Kennedy,Female,66.85457544,135.326048,1,2,culinart services,19.73227093
821,Marilyn,Anderson,Female,62.61715192,122.4186139,3,0,economics,19.11045003
822,Amy,Rice,Female,66.78994822,146.1663379,1,2,environmental science,18.92233512
823,Deborah,Andrews,Female,59.43830711,117.5564007,4,5,agricultural sciences,14.39825877
824,Henry,Little,Male,66.71858674,167.5290182,1,7,medicine/nursing,13.88697162
825,Martha,Banks,Female,63.65938055,134.612742,7,2,criminal justice administration,17.38704669
826,Teresa,Campbell,Female,66.50467874,139.7183223,3,1,medicine/nursing,19.13213785
827,Richard,Flores,Male,68.71798167,133.856473,3,2,logistics,16.11394455
828,Randy,Howell,Male,68.97371516,155.6124593,2,3,botany,20.66009141
829,Beverly,Gardner,Female,63.24187939,128.4248427,1,3,culinart services,18.85515386
830,Katherine,Bailey,Female,62.95985949,139.1262894,1,2,energy studies,18.73166998
831,Jason,Mason,Male,66.01576045,140.0681405,0,3,botany,17.95567963
832,Joyce,Graham,Female,68.03205627,142.224471,3,3,environmental science,22.94810083
833,Terry,Fox,Male,73.76519236,177.2801096,1,1,psychology,22.34703451
834,Kelly,Jenkins,Female,62.76864543,121.773245,2,5,epidemiology,16.80661381
835,Robert,Lane,Male,67.9468182,158.8221803,4,2,architecture,17.42397596
836,Susan,Hawkins,Female,69.35963218,133.1018223,3,3,economics,23.2579378
837,Nancy,Reynolds,Female,65.28277492,141.1767468,2,3,biology,20.29679177
838,Kelly,Alexander,Female,59.29312909,120.4027193,3,6,criminal justice administration,15.81591294
839,Ryan,Barnes,Male,68.23991528,128.3577899,2,1,physical education,19.92937331
840,Donna,Jackson,Female,66.41866128,140.7097393,4,4,architecture,21.11497014
841,Harry,Jacobs,Male,67.66987445,152.8671783,2,4,physical education,19.58387971
842,Marie,Marshall,Female,57.71565238,116.1210341,6,4,environmental science,14.23325583
843,Andrew,Allen,Male,69.27719528,156.3215929,1,2,military strategy,20.44758647
844,Kelly,Ramirez,Female,65.28718671,130.7099926,5,3,environmental science,19.73936692
845,Sean,Carpenter,Male,74.55412788,154.511635,2,2,business administration,23.19870302
846,Jean,Wheeler,Female,67.09539163,146.7831143,2,4,business administration,18.79596153
847,Roy,Oliver,Male,65.94302723,147.7159644,5,6,communication,16.62209232
848,Frank,Gilbert,Male,73.21440307,164.9756629,2,6,physical education,17.44240171
849,Paul,Mitchell,Male,74.74844814,169.6739075,4,5,criminal justice administration,20.92256104
850,Chris,Rodriguez,Male,71.62666713,156.842914,1,5,communication,21.73474369
851,George,Gomez,Male,75.73561502,164.8547406,4,5,city planning,24.0064747
852,Katherine,Greene,Female,76.60478921,182.1499822,0,2,environmental science,27.59225112
853,Martin,Ross,Male,63.89230129,130.6773243,3,1,pharmacology,18.06279117
854,Irene,Mendoza,Female,65.03123062,155.7343296,2,3,human services,16.70842644
855,Daniel,Scott,Male,70.18704663,164.3917717,3,3,medicine/nursing,21.8449988
856,Jose,Robinson,Male,76.44104938,172.9884617,1,3,military strategy,23.49016325
857,Evelyn,Gutierrez,Female,66.90715319,141.2747645,1,3,economics,21.7679244
858,Marie,Tucker,Female,66.35267198,144.7892309,1,4,mechanical engineering,20.68249795
859,Beverly,Wilson,Female,61.22534471,93.67081499,2,4,environmental science,21.06840648
860,Patrick,Flores,Male,61.8940812,136.4508314,1,4,architecture,18.31498513
861,Katherine,Garrett,Female,64.89322964,121.913228,3,3,medicine/nursing,20.91682634
862,Robert,Stephens,Male,69.21754386,156.8245376,2,2,physical education,18.52306479
863,Eugene,Washington,Male,74.42848769,168.8934231,5,5,animal husbandry,21.98328343
864,Raymond,Garcia,Male,73.4759204,173.7540918,1,1,biology,23.20071104
865,Jacqueline,Carpenter,Female,67.15769964,138.8568409,5,1,integrated water resources management,20.33516972
866,Kelly,Long,Female,65.89613819,123.4365878,3,1,philosophy,19.75214327
867,Donna,Stewart,Female,67.64617377,147.7248939,3,1,environmental science,24.01972339
868,Gregory,Harris,Male,74.21998354,157.3537626,3,4,environmental science,23.90511393
869,Robin,Olson,Female,63.5086789,130.939667,2,4,business administration,19.73431641
870,Thomas,Fox,Male,78.58724813,205.185709,6,3,communication,24.32750567
871,Evelyn,Dunn,Female,63.08010012,125.5156428,3,2,criminal justice administration,17.68825048
872,Carol,Freeman,Female,68.84492806,138.429606,3,7,criminal justice administration,24.00615628
873,Rose,Hart,Female,63.39949681,134.4014271,5,2,criminal justice administration,17.7733105
874,Sean,Brooks,Male,68.52689767,126.8207011,1,6,philosophy,20.92752881
875,Edward,Fisher,Male,63.3213562,128.4499847,1,1,agricultural sciences,16.98715298
876,Billy,Reynolds,Male,70.99158053,160.7955504,4,3,medicine/nursing,18.47655355
877,Betty,Schmidt,Female,64.34188235,129.1293521,1,3,communication,19.18535096
878,Roy,Coleman,Male,67.27900792,148.5754453,1,3,integrated water resources management,18.35525353
879,Jennifer,Daniels,Female,68.95607461,152.1360572,6,2,education,22.93477075
880,Evelyn,Jones,Female,63.06785378,114.5466062,3,4,business administration,18.62427438
881,Alan,Harrison,Male,72.82977165,170.388268,4,0,physical education,20.70496838
882,Margaret,Tucker,Female,63.84094941,137.0026597,2,4,biology,17.01380208
883,Joseph,Williams,Male,71.53294573,156.2561634,1,5,human services,18.94044677
884,Wanda,Reid,Female,66.04816278,138.2054639,2,3,animal husbandry,18.84480672
885,Janet,Ellis,Female,65.84292653,130.1845131,1,3,epidemiology,21.6132343
886,Lawrence,Gilbert,Male,75.43860339,179.3823078,2,2,epidemiology,21.13068521
887,Judy,Wood,Female,61.72987382,130.4028326,2,2,applied sciences,13.43069361
888,Kimberly,Wilson,Female,67.20623223,143.0421449,4,4,animal husbandry,19.07113037
889,Teresa,Ramos,Female,66.27631598,132.9010989,1,3,energy studies,18.3935931
890,Craig,Thompson,Male,67.47719471,146.8325579,6,3,military strategy,21.32135706
891,Keith,Vasquez,Male,69.38555756,151.6470683,2,6,medicine/nursing,18.98611473
892,Clarence,Moore,Male,62.97159325,130.975971,1,1,animal husbandry,15.12175501
893,Craig,Morris,Male,70.38518356,166.1259202,3,4,philosophy,20.86852574
894,Kevin,Adams,Male,65.52791541,132.6682728,2,1,communication,19.61512799
895,Kathleen,Kennedy,Female,63.65599928,128.6292209,11,2,animal husbandry,17.93956727
896,Annie,Johnson,Female,65.10541383,135.5627643,3,4,culinart services,20.66810214
897,Janet,Meyer,Female,66.83161998,167.1357809,2,3,energy studies,16.81379676
898,Sean,Romero,Male,69.8741603,169.4200202,5,2,culinart services,18.99323817
899,Jose,Harrison,Male,67.03323442,144.1175172,2,3,physical education,19.3722668
900,Lillian,Chapman,Female,71.02901343,163.037504,2,2,applied sciences,21.10780478
901,George,Reid,Male,73.57915346,157.0191201,4,2,pharmacology,22.99732964
902,William,Reed,Male,74.70657701,161.2081241,3,1,culinart services,20.93725755
903,Larry,Black,Male,64.79634509,132.8846868,2,5,criminal justice administration,18.43726554
904,Betty,Thompson,Female,65.17877023,131.5799346,4,3,biology,22.04171272
905,Bruce,Wright,Male,67.31721132,150.357933,6,4,animal husbandry,20.44885533
906,Terry,Wright,Male,67.92429027,152.5792108,3,4,agricultural sciences,18.73962101
907,Sandra,West,Female,71.62983362,181.7030676,3,2,biology,19.36258882
908,Philip,Reed,Male,71.11956871,149.6487756,0,6,business administration,20.58510376
909,Ruby,Scott,Female,62.20613051,132.5675537,6,3,criminal justice administration,17.69093152
910,Katherine,Alvarez,Female,68.75039398,150.3752991,3,5,military strategy,20.91835769
911,Gary,Payne,Male,65.7912626,125.8822219,3,1,economics,18.53754561
912,Jonathan,Myers,Male,68.94033388,152.6564829,7,2,education,20.66300555
913,Linda,Robertson,Female,72.48247256,165.9030644,6,3,criminal justice administration,24.77216703
914,Eugene,Lynch,Male,78.52778079,180.984714,4,5,psychology,25.82221088
915,Phyllis,Alexander,Female,61.33733765,110.1226777,3,3,philosophy,18.02148724
916,Arthur,Grant,Male,67.7741903,137.1519229,4,4,pharmacology,17.53711189
917,Lillian,Burton,Female,69.75289741,155.1243739,3,2,business administration,19.43680517
918,Benjamin,Scott,Male,69.42667871,156.1132926,3,2,applied sciences,19.1786253
919,Andrea,Tucker,Female,62.82084976,119.5791587,2,4,military strategy,19.43190357
920,Ann,Nichols,Female,65.95359535,131.2423671,2,4,business administration,22.94083783
921,Jose,Turner,Male,69.45476298,143.5375814,3,6,communication,20.94367213
922,Carlos,Wheeler,Male,64.6543237,121.6886414,2,1,medicine/nursing,18.78445349
923,Kimberly,Simmons,Female,67.43869567,137.2156434,1,3,medicine/nursing,23.06967244
924,Randy,Flores,Male,72.60484631,185.7961475,5,3,philosophy,22.86707885
925,Rachel,Kelly,Female,68.75642669,142.2977976,5,5,business administration,22.09730906
926,Chris,Robertson,Male,79.51505247,182.6066886,1,2,logistics,24.85453419
927,Andrea,Berry,Female,63.68959679,132.8239387,3,0,communication,17.06347743
928,Jerry,Ellis,Male,71.69322734,155.4150286,2,5,architecture,20.49921491
929,Raymond,Ferguson,Male,64.18577728,118.6472333,6,5,agricultural sciences,19.69154158
930,Keith,Wagner,Male,63.2409618,132.8479723,3,0,environmental science,16.69606104
931,Daniel,Thomas,Male,75.19043838,172.0194796,2,3,culinart services,23.11571859
932,Ralph,Fox,Male,59.80658402,98.99584653,3,1,medicine/nursing,16.95600623
933,Amy,Willis,Female,67.8942425,124.2984028,5,4,physical education,22.84620275
934,Fred,Harris,Male,63.23415951,147.1744512,3,3,physical education,14.21540334
935,Nicole,Cook,Female,65.41632658,137.3063679,1,4,economics,18.93917752
936,Linda,Garrett,Female,63.35129103,138.5301623,3,4,culinart services,17.88162478
937,Raymond,Roberts,Male,65.37115362,147.0077715,2,5,culinart services,18.55335055
938,Katherine,Burton,Female,64.01953121,123.3189092,1,4,city planning,18.66627364
939,Harold,Smith,Male,69.12379207,134.3486929,2,5,applied sciences,21.68060943
940,Charles,Fernandez,Male,69.77392402,174.3502332,3,5,medicine/nursing,14.89299433
941,Stephanie,Thompson,Female,60.16255567,112.5152404,4,6,applied sciences,15.53168764
942,Susan,Patterson,Female,64.67956716,134.2556576,3,3,city planning,18.9397361
943,Rebecca,Hall,Female,64.09072695,132.4047584,5,5,architecture,19.89807718
944,Eugene,Palmer,Male,67.54747457,134.3065536,2,1,criminal justice administration,19.87258867
945,Judy,Oliver,Female,59.46942099,101.4780417,5,1,agricultural sciences,19.43739479
946,Margaret,Garza,Female,62.79974832,118.0084007,2,2,criminal justice administration,18.87268645
947,Emily,Howard,Female,64.38057952,131.2268866,5,6,city planning,14.98345168
948,Donna,Gardner,Female,70.19099937,160.5423056,2,1,business administration,23.41000716
949,Kelly,Murray,Female,65.18042102,145.3108501,5,4,philosophy,17.3637763
950,Christina,Evans,Female,67.29623373,147.1890628,1,5,pharmacology,18.31203025
951,Donald,Campbell,Male,77.45734502,187.0345464,0,5,epidemiology,23.84402022
952,Gerald,Rogers,Male,60.8703656,111.4330089,2,3,physical education,15.70235254
953,Debra,Morrison,Female,61.02291145,135.6866574,2,2,criminal justice administration,16.84875579
954,Nicholas,Diaz,Male,78.76890755,152.5985729,2,2,criminal justice administration,29.44927619
955,Daniel,George,Male,67.06185539,151.7097951,3,3,culinart services,17.95730163
956,Kevin,Dunn,Male,75.37066981,172.8734421,1,1,physical education,22.91799609
957,Dennis,Daniels,Male,73.68642954,180.8674232,4,4,psychology,21.58449033
958,Patricia,Patterson,Female,62.06469133,137.5064361,3,1,human services,17.19527416
959,Steve,Stanley,Male,62.53064675,131.5167201,2,4,botany,15.66169723
960,Clarence,Gomez,Male,78.8680125,190.200455,3,0,education,23.80738028
961,Pamela,Perry,Female,67.06533162,144.6245286,4,1,botany,21.35860487
962,Stephanie,Harvey,Female,63.60624053,134.0939908,3,5,psychology,17.11389413
963,Margaret,Rice,Female,66.41045841,143.8121198,2,3,economics,20.89564332
964,Joan,Hudson,Female,66.32615415,140.2036726,3,4,architecture,18.62456104
965,Samuel,Hamilton,Male,74.16975602,163.0445111,3,0,agricultural sciences,23.24972427
966,Steve,James,Male,71.31851988,153.1133458,0,3,physical education,18.28637819
967,Virginia,Webb,Female,68.70509371,151.2716532,4,5,culinart services,22.86258934
968,Ernest,Hansen,Male,67.8940911,159.2552253,4,2,criminal justice administration,18.51140303
969,Angela,White,Female,64.40455863,137.1078007,3,3,philosophy,16.71758823
970,Eugene,Ferguson,Male,60.32217995,104.5810842,5,3,animal husbandry,18.61261353
971,Norma,Reynolds,Female,68.42884089,150.9424743,0,5,psychology,19.22269527
972,Todd,Lee,Male,69.71187908,147.5519047,1,3,animal husbandry,20.03008849
973,Shirley,Bradley,Female,59.14820885,112.2698289,2,2,mechanical engineering,17.89541664
974,Henry,Hayes,Male,74.45980241,151.9428043,2,5,epidemiology,25.21850686
975,Peter,Dunn,Male,71.27113946,153.7871577,4,3,business administration,16.56274172
976,Clarence,Hunt,Male,66.02102305,149.1646342,1,2,agricultural sciences,18.51631341
977,Matthew,Ruiz,Male,77.33672248,169.7699657,3,3,business administration,25.62498094
978,Willie,Richards,Male,64.73727895,133.3640745,5,6,mechanical engineering,20.112044
979,Benjamin,Armstrong,Male,74.58399684,172.5273645,3,3,environmental science,23.25645109
980,Melissa,Gray,Female,64.19923591,135.2534327,3,3,agricultural sciences,21.61278613
981,Julie,Anderson,Female,66.64354391,139.0363784,5,3,business administration,20.95488994
982,Joseph,Simmons,Male,69.80803283,143.7895207,5,1,energy studies,22.20665238
983,Tina,Lane,Female,65.07139472,136.1975332,2,3,city planning,17.53113823
984,Dorothy,Mason,Female,61.04617503,105.6838032,1,0,education,19.27298576
985,Mark,Roberts,Male,72.37050223,169.9782818,3,4,integrated water resources management,23.27622606
986,Jessica,Turner,Female,72.14351724,159.9359211,2,3,botany,25.10403472
987,Joseph,Anderson,Male,71.62506989,157.0921946,4,5,physical education,20.40504553
988,Kathy,Hicks,Female,62.79189404,128.8426777,4,2,biology,17.96940592
989,Barbara,Kennedy,Female,63.85282779,144.1896617,1,6,biology,17.21144969
990,Scott,Walker,Male,65.12383329,130.0173354,6,0,culinart services,18.62649496
991,Jessica,Brooks,Female,68.19737798,156.986662,1,5,applied sciences,20.63164396
992,Cheryl,Rice,Female,67.73068542,136.5139262,3,5,energy studies,23.61626221
993,William,Cruz,Male,66.82539127,139.8891226,4,6,psychology,19.19450478
994,John,Anderson,Male,67.9386945,159.8519977,1,4,agricultural sciences,21.54529539
995,Joseph,Powell,Male,73.02337096,163.2973858,3,8,economics,22.12543733
996,Cynthia,Harris,Female,59.74529749,127.1444351,2,2,integrated water resources management,14.07023575
997,Julie,Evans,Female,66.48565803,157.0877773,3,2,education,19.87402441
998,Randy,Lewis,Male,69.85085543,166.9600235,5,3,architecture,19.42443601
999,John,Anderson,Male,66.64839528,135.519483,3,3,education,19.62095912
1000,Jerry,Alvarez,Male,73.62401491,178.8768638,4,1,environmental science,16.1594235
